chr	windowStart	windowEnd	D	f_d	f_dM	d_f
scaffold_335_segment0	5196111	6104833	0.069961	0.073137	0.032375	0.018151
scaffold_335_segment0	5662467	6456901	0.019856	0.022998	0.009998	-0.005005
scaffold_335_segment0	6104840	6700002	0.005956	0.007768	0.003458	-0.009892
scaffold_335_segment0	6456954	7167044	0.033499	0.038864	0.018462	0.004360
scaffold_335_segment0	6700005	7765989	0.033662	0.033100	0.015736	0.001880
scaffold_335_segment0	7167065	8538720	0.018786	0.016371	0.007585	-0.007936
scaffold_335_segment0	7766444	9206227	0.011692	0.010104	0.004575	-0.011012
scaffold_335_segment0	8538947	10120850	0.074287	0.064078	0.029538	0.020400
scaffold_335_segment0	9206229	10948735	0.102419	0.085762	0.041203	0.040256
scaffold_335_segment0	10120880	11683803	0.116995	0.098864	0.047019	0.045018
scaffold_335_segment0	10948925	12433811	0.154567	0.129024	0.060505	0.061203
scaffold_335_segment0	11683857	13301215	0.164951	0.137811	0.063081	0.067006
scaffold_335_segment0	12433818	14356466	0.171958	0.130434	0.058022	0.070608
scaffold_335_segment0	13301287	15879594	0.072976	0.043593	0.021070	0.021319
scaffold_335_segment0	14356798	16978609	0.039053	0.021777	0.011371	0.006617
scaffold_335_segment0	15879610	17759548	0.095603	0.066479	0.033179	0.035685
scaffold_335_segment0	16978610	18443546	0.047089	0.040154	0.018841	0.012293
scaffold_335_segment0	17759776	19397817	0.040484	0.033072	0.015445	0.007594
scaffold_335_segment0	18443548	20672183	0.150105	0.102344	0.048924	0.061558
scaffold_335_segment0	19397823	21635728	0.136582	0.095181	0.045250	0.058685
scaffold_335_segment0	20672426	22783120	0.136334	0.098663	0.046272	0.056891
scaffold_335_segment0	21635735	24761405	0.146418	0.065887	0.037709	0.064484
scaffold_335_segment0	22783283	26752719	0.117194	0.039552	0.024469	0.054116
scaffold_335_segment0	24761421	27585678	0.168769	0.081640	0.046635	0.085298
scaffold_335_segment0	26752839	28894254	0.240346	0.162198	0.088302	0.116526
scaffold_335_segment0	27585718	30087313	0.282509	0.164529	0.095050	0.134134
scaffold_335_segment0	28894256	30972068	0.233314	0.166124	0.089966	0.108411
scaffold_335_segment0	30087483	31887283	0.178687	0.130364	0.071196	0.081796
scaffold_335_segment0	30972315	33541876	0.214454	0.118298	0.067556	0.102159
scaffold_335_segment0	31887290	34753729	0.171731	0.093566	0.050885	0.074463
scaffold_335_segment0	33542238	35523087	0.100731	0.075659	0.039238	0.038119
scaffold_335_segment0	34753743	37016163	0.157196	0.109037	0.056955	0.064531
scaffold_335_segment0	35523717	37758973	0.108128	0.073287	0.038668	0.041867
scaffold_335_segment0	37016170	38861769	0.117682	0.091676	0.048290	0.048444
scaffold_335_segment0	37759505	39747577	0.205035	0.158264	0.076786	0.091720
scaffold_335_segment0	38861778	40531726	0.147893	0.121082	0.060465	0.064290
scaffold_335_segment0	39747954	41165438	0.114331	0.095431	0.052163	0.047310
scaffold_335_segment0	40531838	41950108	0.126262	0.105778	0.054817	0.049726
scaffold_335_segment0	41165462	43031357	0.104092	0.078725	0.038159	0.036802
scaffold_335_segment0	41950110	44252015	0.208681	0.141781	0.067594	0.096331
scaffold_335_segment0	43031435	45565689	0.219751	0.147268	0.071279	0.098984
scaffold_335_segment0	44252025	46665741	0.084741	0.059097	0.028241	0.027677
scaffold_335_segment0	45565895	47423017	0.040362	0.030325	0.014409	0.009010
scaffold_335_segment0	46665752	48089961	0.052195	0.045321	0.021249	0.016123
scaffold_335_segment0	47423077	48747177	0.047874	0.045818	0.020634	0.009761
scaffold_335_segment0	48090315	49403233	0.057312	0.056231	0.024537	0.011995
scaffold_335_segment0	48747180	49994245	0.056853	0.059531	0.025741	0.014157
scaffold_335_segment0	49403740	50599824	0.020922	0.021193	0.009373	-0.002451
scaffold_335_segment0	49994503	51376797	0.041145	0.038133	0.017097	0.005084
scaffold_335_segment0	50599944	52171534	0.039279	0.033487	0.015926	0.005428
scaffold_335_segment0	51376857	52832131	0.034751	0.029420	0.014520	0.006069
scaffold_335_segment1	505359	1404596	-0.005571	-0.006300	-0.002804	-0.016844
scaffold_335_segment1	1011826	1921474	-0.002676	-0.002950	-0.001337	-0.013131
scaffold_335_segment1	1404608	2197193	-0.006630	-0.008248	-0.003685	-0.011960
scaffold_335_segment1	1921531	2524120	-0.004597	-0.006297	-0.002688	-0.012766
scaffold_335_segment1	2197196	2810926	0.012806	0.017168	0.007430	-0.008527
scaffold_335_segment1	2524121	3082675	0.016660	0.023143	0.010153	-0.007284
scaffold_335_segment1	2810928	3244894	0.009509	0.014087	0.006011	-0.011333
scaffold_335_segment1	3082679	3400357	-0.001948	-0.002762	-0.001240	-0.016959
scaffold_335_segment1	3244911	3623207	0.009864	0.012895	0.006093	-0.010992
scaffold_335_segment1	3400362	3920045	0.022186	0.029458	0.013779	-0.001759
scaffold_335_segment1	3623241	4113722	0.023271	0.029411	0.014235	-0.002550
scaffold_335_segment1	3920048	4390104	0.034454	0.042474	0.020883	-0.002011
scaffold_430_segment0	6601	1937077	0.145870	0.069480	0.043727	0.059593
scaffold_430_segment0	675174	2783102	0.137303	0.058727	0.035677	0.054121
scaffold_430_segment0	1937214	3840543	0.129740	0.067751	0.037394	0.047510
scaffold_430_segment0	2783211	4684697	0.137520	0.066327	0.038488	0.050044
scaffold_430_segment0	3840583	5777213	0.181490	0.088070	0.052101	0.075479
scaffold_430_segment0	4684709	6603853	0.265941	0.150512	0.083438	0.130718
scaffold_430_segment0	5777218	7604882	0.267785	0.183930	0.096132	0.128782
scaffold_430_segment0	6604232	8665275	0.124706	0.079119	0.043238	0.047404
scaffold_430_segment0	7604894	9963076	0.048372	0.020907	0.012604	0.009416
scaffold_430_segment0	8666802	11272979	0.131636	0.049414	0.030073	0.050951
scaffold_430_segment0	9963097	11815969	0.172357	0.092806	0.053956	0.069418
scaffold_430_segment0	11272981	12652532	0.153760	0.101367	0.057467	0.058356
scaffold_430_segment0	11816150	13555553	0.099728	0.054619	0.031374	0.033515
scaffold_430_segment0	12654195	14787658	0.137910	0.066288	0.039350	0.057443
scaffold_430_segment0	13555561	15915366	0.175758	0.075343	0.045385	0.081174
scaffold_430_segment0	14787713	16818098	0.043385	0.019647	0.011501	0.005524
scaffold_430_segment0	15915376	18126997	0.022871	0.009389	0.005654	-0.006300
scaffold_430_segment0	16818103	19359796	0.123367	0.049738	0.029792	0.046417
scaffold_430_segment0	18127006	20884600	0.082206	0.029898	0.018696	0.024796
scaffold_430_segment0	19359798	22266584	0.014385	0.004185	0.002778	-0.009133
scaffold_430_segment0	20884604	23277011	0.125325	0.052709	0.032495	0.047931
scaffold_430_segment0	22266585	24650730	0.111298	0.049004	0.029739	0.042797
scaffold_430_segment0	23277298	25945406	-0.021444	-0.007207	-0.004537	-0.022647
scaffold_430_segment0	24650736	27611513	0.000324	0.000096	0.000062	-0.013286
scaffold_430_segment0	25946031	28789178	0.015394	0.004942	0.003118	-0.006556
scaffold_430_segment0	27611516	30340951	-0.012046	-0.004767	-0.002848	-0.022484
scaffold_430_segment0	28789243	31819199	-0.023184	-0.008491	-0.005117	-0.031728
scaffold_430_segment0	30341410	32704942	-0.045678	-0.018445	-0.011178	-0.040467
scaffold_430_segment0	31819202	34085497	-0.008455	-0.003214	-0.002038	-0.018986
scaffold_430_segment0	32704943	35587083	0.026961	0.008462	0.005418	-0.003598
scaffold_430_segment0	34085498	37235637	-0.004361	-0.001338	-0.000839	-0.019952
scaffold_430_segment0	35587084	38480139	-0.050255	-0.016323	-0.010285	-0.039166
scaffold_430_segment0	37235728	40393572	0.003241	0.000894	0.000583	-0.015564
scaffold_430_segment0	38480142	41746411	0.047824	0.012862	0.008379	0.005816
scaffold_430_segment0	40394924	42960276	0.010333	0.003658	0.002359	-0.009248
scaffold_430_segment0	41746420	45250540	0.025225	0.007459	0.004805	-0.002998
scaffold_430_segment0	42960277	47755618	0.009366	0.001904	0.001281	-0.016028
scaffold_430_segment0	45251701	49534793	-0.027460	-0.005352	-0.003715	-0.031980
scaffold_430_segment0	47755644	51170104	0.031177	0.008707	0.005611	-0.003877
contig_14_segment0	136945	971606	-0.000494	-0.000565	-0.000256	-0.014377
contig_14_segment0	541206	1546779	0.017258	0.019135	0.008660	-0.007521
contig_14_segment0	971817	1648923	0.017106	0.023840	0.011318	0.001564
contig_14_segment0	1547375	1895064	0.000345	0.000535	0.000258	-0.004152
contig_14_segment0	1648945	2132803	0.010663	0.013676	0.006277	-0.008085
contig_14_segment0	1895102	2431523	-0.004524	-0.005394	-0.002544	-0.018268
contig_14_segment0	2132814	2760961	-0.017935	-0.020961	-0.009751	-0.024912
contig_14_segment0	2431595	3102199	-0.011435	-0.014009	-0.006328	-0.020118
contig_14_segment0	2760986	3454935	-0.004005	-0.004942	-0.002270	-0.014966
contig_14_segment0	3102206	3813714	0.001196	0.001453	0.000681	-0.010282
contig_14_segment0	3454944	4289536	0.001326	0.001550	0.000723	-0.009542
contig_14_segment0	3813729	4648914	0.007838	0.008740	0.004073	-0.009513
contig_14_segment0	4289540	5522516	0.076674	0.084798	0.041064	0.021401
contig_4_segment0	404304	1017581	0.017267	0.021262	0.010123	-0.006354
contig_4_segment0	693912	1262371	0.017670	0.022015	0.010845	-0.005115
contig_4_segment0	1017615	1493453	0.020655	0.026024	0.012516	-0.005212
contig_4_segment0	1262513	1817210	-0.006744	-0.009241	-0.004112	-0.017904
contig_4_segment0	1493527	2132286	-0.010664	-0.014925	-0.006472	-0.018095
contig_4_segment0	1817260	2480672	0.019378	0.024281	0.011334	-0.003689
contig_4_segment0	2132298	2974649	0.023022	0.026840	0.013044	-0.001088
contig_4_segment0	2480675	3414257	0.002581	0.003020	0.001448	-0.010077
contig_4_segment0	2974733	3835379	-0.002892	-0.003382	-0.001560	-0.013334
contig_4_segment0	3414284	4247304	-0.001177	-0.001416	-0.000641	-0.013598
contig_4_segment0	3835380	4648045	-0.001634	-0.002163	-0.000964	-0.011709
contig_4_segment0	4247422	5074831	0.005454	0.007090	0.003128	-0.007252
contig_4_segment0	4648050	5578754	0.027182	0.031010	0.013735	-0.000056
contig_4_segment0	5075105	6032996	0.019764	0.022112	0.009941	-0.003295
contig_4_segment0	5578842	6605171	0.006384	0.006983	0.003132	-0.009767
contig_4_segment0	6033086	7241597	-0.001997	-0.002014	-0.000908	-0.014798
contig_4_segment0	6605412	7907994	-0.008859	-0.008695	-0.004002	-0.017143
contig_4_segment0	7241679	8560336	0.008254	0.008320	0.003603	-0.012559
contig_4_segment0	7908323	9231187	0.029444	0.028467	0.012594	-0.004402
contig_4_segment0	8560337	10326341	0.053658	0.041702	0.019118	0.010112
contig_4_segment0	9231282	11272119	0.081236	0.059484	0.026229	0.022152
contig_4_segment0	10326524	12056009	0.080412	0.067354	0.029486	0.022634
contig_4_segment0	11272168	13240632	0.048272	0.035304	0.016858	0.009159
contig_4_segment0	12056685	14014041	0.039266	0.027855	0.013982	0.003966
contig_4_segment0	13240650	15021658	0.060071	0.041605	0.020393	0.014214
contig_4_segment0	14014102	16242654	0.125501	0.076456	0.038736	0.052461
contig_4_segment0	15022266	17659184	0.153326	0.082233	0.045395	0.070358
contig_4_segment0	16242656	18887390	0.079335	0.036739	0.020582	0.026768
contig_4_segment0	17659248	19971032	0.076983	0.037375	0.020412	0.022818
contig_4_segment0	18887494	21322737	0.125491	0.057591	0.033302	0.048551
contig_4_segment0	19971433	23142579	0.052505	0.019731	0.012030	0.012989
contig_4_segment0	21322739	25302012	-0.061321	-0.017425	-0.011044	-0.045776
contig_4_segment0	23142714	27054646	-0.081401	-0.021271	-0.013859	-0.054093
contig_4_segment0	25302904	28583839	0.072159	0.022546	0.014459	0.021514
contig_4_segment0	27054730	30634356	0.043694	0.011801	0.007638	0.005400
contig_4_segment0	28585717	32100198	-0.100132	-0.024652	-0.016362	-0.049397
contig_4_segment0	30634866	34593207	-0.053048	-0.013027	-0.008674	-0.029791
contig_4_segment0	32100647	36523091	0.121421	0.035975	0.022143	0.046628
contig_4_segment0	34593218	38407082	0.387835	0.152269	0.089160	0.219754
contig_4_segment0	36523100	40947259	0.313760	0.091359	0.058700	0.170811
contig_4_segment0	38407108	42463767	-0.018866	-0.004852	-0.003123	-0.032060
contig_4_segment0	40947269	44264418	0.053291	0.016535	0.010047	0.005283
contig_4_segment0	42463819	45888724	0.375297	0.156801	0.090157	0.215406
contig_4_segment0	44264471	48779482	0.342407	0.112782	0.068416	0.198967
contig_4_segment0	45888766	51000315	0.099068	0.023795	0.015254	0.036543
contig_4_segment0	48779523	53722573	0.079930	0.021518	0.013481	0.025006
scaffold_13_segment0	18694	1587911	0.005461	0.005079	0.002531	-0.008346
